COUNTY,TODAYS_DATE,HOSPITALIZED_COVID_CONFIRMED_PATIENTS,HOSPITALIZED_SUSPECTED_COVID_PATIENTS,HOSPITALIZED_COVID_PATIENTS,ALL_HOSPITAL_BEDS,ICU_COVID_CONFIRMED_PATIENTS,ICU_SUSPECTED_COVID_PATIENTS,ICU_AVAILABLE_BEDS
Shasta,2020-04-08,4,5,,,2,2,10
San Luis Obispo,2020-04-08,2,13,,,2,11,22
Inyo,2020-04-08,9,128,,,1,1,2
Solano,2020-04-08,15,19,,,8,2,27
Trinity,2020-04-08,0,0,,,0,0,
Yolo,2020-04-08,2,7,,,1,2,6
Plumas,2020-04-08,0,1,,,0,0,
Amador,2020-04-08,0,0,,,0,0,1
Mono,2020-04-08,19,8,,,0,0,2
Humboldt,2020-04-08,2,3,,,0,0,6
Butte,2020-04-08,1,15,,,1,7,4
Lassen,2020-04-08,0,1,,,0,0,
Orange,2020-04-08,153,181,,,49,34,201
Napa,2020-04-08,0,7,,,0,1,5
Kings,2020-04-08,2,8,,,1,1,1
Yuba,2020-04-08,2,24,,,1,3,5
San Diego,2020-04-08,225,103,,,92,24,183
Fresno,2020-04-08,22,63,,,10,8,64
Sonoma,2020-04-08,6,22,,,2,5,18
Marin,2020-04-08,5,3,,,4,2,17
Stanislaus,2020-04-08,30,35,,,11,5,58
Contra Costa,2020-04-08,35,50,,,18,13,78
San Joaquin,2020-04-08,32,19,,,11,8,18
Placer,2020-04-08,18,15,,,10,2,19
San Mateo,2020-04-08,66,20,,,25,2,32
Tulare,2020-04-08,7,16,,,2,5,22
Sutter,2020-04-08,0,0,,,,,
Imperial,2020-04-08,16,7,,,8,3,3
Lake,2020-04-08,0,0,,,0,1,1
Mendocino,2020-04-08,0,0,,,0,0,7
Ventura,2020-04-08,18,73,,,9,14,31
Alameda,2020-04-08,84,69,,,45,18,111
Santa Clara,2020-04-08,156,34,,,70,6,104
Monterey,2020-04-08,18,24,,,5,0,24
Colusa,2020-04-08,0,0,,,0,0,6
Mariposa,2020-04-08,0,0,,,0,0,
Calaveras,2020-04-08,0,2,,,0,0,8
Sacramento,2020-04-08,76,81,,,28,12,73
Madera,2020-04-08,0,6,,,0,1,7
San Benito,2020-04-08,2,0,,,1,0,1
Nevada,2020-04-08,2,7,,,2,2,6
San Bernardino,2020-04-08,132,301,,,51,53,144
Modoc,2020-04-08,0,0,,,0,0,
San Mateo,2020-04-09,58,14,,,18,2,39
Orange,2020-04-09,146,117,,,45,29,206
Sonoma,2020-04-09,5,21,,,2,4,24
El Dorado,2020-04-09,17,3,,,0,1,10
San Francisco,2020-04-09,88,64,,,33,13,45
Inyo,2020-04-09,9,135,,,1,0,3
Alameda,2020-04-09,80,76,,,44,18,107
Calaveras,2020-04-09,0,0,,,0,0,11
Mariposa,2020-04-09,0,0,,,0,0,
Lassen,2020-04-09,0,2,,,0,0,
Tulare,2020-04-09,10,11,,,5,4,19
Imperial,2020-04-09,14,10,,,7,3,1
Santa Cruz,2020-04-09,4,14,,,2,5,7
Siskiyou,2020-04-09,0,2,,,0,0,5
Tehama,2020-04-09,0,1,,,0,1,5
Madera,2020-04-09,0,3,,,0,2,5
Monterey,2020-04-09,17,26,,,5,0,22
Trinity,2020-04-09,0,0,,,0,0,
Kings,2020-04-09,6,6,,,3,0,2
San Luis Obispo,2020-04-09,2,10,,,2,8,21
Lake,2020-04-09,0,0,,,0,1,2
Placer,2020-04-09,18,12,,,9,1,16
Amador,2020-04-09,0,0,,,0,0,3
Sutter,2020-04-09,0,0,,,,,
Solano,2020-04-09,14,9,,,8,0,33
Humboldt,2020-04-09,2,6,,,0,2,6
Napa,2020-04-09,0,7,,,0,0,10
Los Angeles,2020-04-09,1368,758,,,541,156,569
Santa Barbara,2020-04-09,40,18,,,20,2,45
Kern,2020-04-09,27,35,,,16,9,25
Yolo,2020-04-09,2,4,,,1,2,11
Plumas,2020-04-09,0,1,,,0,0,
Butte,2020-04-09,1,14,,,1,4,5
Mono,2020-04-09,18,15,,,0,0,2
Glenn,2020-04-09,0,0,,,0,0,
San Benito,2020-04-09,2,1,,,1,0,1
Del Norte,2020-04-09,0,2,,,0,0,5
Contra Costa,2020-04-09,37,64,,,18,12,73
Marin,2020-04-09,5,7,,,2,1,21
Riverside,2020-04-09,201,159,,,59,34,133
Mendocino,2020-04-09,0,0,,,0,0,8
Sacramento,2020-04-09,74,60,,,31,11,63
Yuba,2020-04-09,3,18,,,2,4,6
San Bernardino,2020-04-09,136,269,,,56,41,143
Santa Clara,2020-04-09,158,65,,,70,17,87
San Joaquin,2020-04-09,29,18,,,12,7,16
Modoc,2020-04-09,0,0,,,0,0,
Ventura,2020-04-09,18,69,,,8,13,29
Stanislaus,2020-04-09,28,30,,,11,7,45
Colusa,2020-04-09,0,0,,,0,1,5
San Diego,2020-04-09,227,124,,,98,18,163
Nevada,2020-04-09,2,4,,,2,1,4
Merced,2020-04-09,1,7,,,0,2,5
Fresno,2020-04-09,25,41,,,10,9,59
Shasta,2020-04-09,5,7,,,2,1,5
Tuolumne,2020-04-09,0,0,,,0,0,5
Calaveras,2020-04-10,0,0,,,0,0,11
Fresno,2020-04-10,27,41,,,11,9,57
San Joaquin,2020-04-10,26,17,,,14,5,20
San Luis Obispo,2020-04-10,2,3,,,2,3,24
Mendocino,2020-04-10,0,1,,,0,1,5
Alameda,2020-04-10,93,71,,,45,26,128
Tulare,2020-04-10,11,10,,,6,1,16
Monterey,2020-04-10,18,21,,,5,1,25
San Benito,2020-04-10,2,1,,,1,0,1
Siskiyou,2020-04-10,0,0,,,0,0,4
Tehama,2020-04-10,0,1,,,0,0,8
Sutter,2020-04-10,0,0,,,,,
Yuba,2020-04-10,2,8,,,1,0,7
San Bernardino,2020-04-10,156,295,,,66,58,134
Marin,2020-04-10,6,26,,,1,1,17
El Dorado,2020-04-10,17,1,,,0,1,10
Modoc,2020-04-10,0,0,,,0,0,
Sonoma,2020-04-10,4,18,,,1,6,32
Mono,2020-04-10,0,3,,,0,0,2
Amador,2020-04-10,0,0,,,0,0,4
Tuolumne,2020-04-10,0,0,,,0,1,0
Kings,2020-04-10,8,0,,,3,0,1
Shasta,2020-04-10,5,7,,,2,1,12
Merced,2020-04-10,0,2,,,0,1,4
Del Norte,2020-04-10,0,3,,,0,0,4
Ventura,2020-04-10,19,76,,,8,13,30
Imperial,2020-04-10,14,12,,,8,3,1
Solano,2020-04-10,18,9,,,9,3,31
Inyo,2020-04-10,9,135,,,1,0,3
Nevada,2020-04-10,3,3,,,2,1,6
San Mateo,2020-04-10,56,12,,,18,3,41
Kern,2020-04-10,33,38,,,15,5,45
Butte,2020-04-10,1,15,,,1,5,5
Trinity,2020-04-10,0,0,,,0,0,
Contra Costa,2020-04-10,42,30,,,17,6,75
San Diego,2020-04-10,230,124,,,96,14,153
Riverside,2020-04-10,206,141,,,57,34,140
Lake,2020-04-10,0,1,,,0,0,2
Mariposa,2020-04-10,0,0,,,0,0,
Colusa,2020-04-10,0,0,,,0,0,6
Napa,2020-04-10,0,7,,,0,4,7
Lassen,2020-04-10,0,2,,,0,0,
Los Angeles,2020-04-10,1299,754,,,514,142,663
Santa Cruz,2020-04-10,4,11,,,3,5,4
Plumas,2020-04-10,0,0,,,0,0,
Stanislaus,2020-04-10,27,17,,,11,3,44
Santa Barbara,2020-04-10,42,13,,,19,1,43
San Francisco,2020-04-10,85,46,,,32,12,125
Orange,2020-04-10,139,129,,,69,25,187
Humboldt,2020-04-10,2,10,,,0,3,0
Santa Clara,2020-04-10,151,44,,,67,5,99
Yolo,2020-04-10,3,2,,,1,1,7
Sacramento,2020-04-10,70,45,,,30,13,69
Placer,2020-04-10,16,11,,,9,3,9
Madera,2020-04-10,0,5,,,0,1,6
Glenn,2020-04-10,0,0,,,0,0,
Nevada,2020-04-11,3,3,,,2,1,5
Inyo,2020-04-11,10,140,,,1,0,3
San Diego,2020-04-11,239,118,,,98,23,140
San Joaquin,2020-04-11,23,14,,,14,5,28
Yolo,2020-04-11,3,4,,,1,0,7
Del Norte,2020-04-11,0,2,,,0,1,5
Riverside,2020-04-11,232,127,,,57,26,149
Colusa,2020-04-11,0,0,,,0,0,6
Stanislaus,2020-04-11,23,19,,,8,4,44
Kings,2020-04-11,10,0,,,4,0,1
Alameda,2020-04-11,87,91,,,46,19,121
San Bernardino,2020-04-11,153,213,,,57,42,117
Los Angeles,2020-04-11,1362,905,,,555,135,595
Sacramento,2020-04-11,67,46,,,29,10,80
Trinity,2020-04-11,0,0,,,0,0,
Ventura,2020-04-11,22,58,,,9,11,33
Santa Clara,2020-04-11,146,61,,,66,8,106
Mendocino,2020-04-11,0,1,,,0,1,9
Butte,2020-04-11,2,4,,,1,1,5
Tehama,2020-04-11,0,0,,,0,0,7
Mariposa,2020-04-11,0,0,,,0,0,
El Dorado,2020-04-11,17,2,,,0,1,9
Amador,2020-04-11,0,0,,,0,0,4
Merced,2020-04-11,0,2,,,0,1,3
Calaveras,2020-04-11,0,1,,,0,1,11
Glenn,2020-04-11,0,0,,,0,0,
Modoc,2020-04-11,0,0,,,0,0,
Tulare,2020-04-11,12,3,,,4,2,19
Tuolumne,2020-04-11,0,2,,,0,0,3
San Francisco,2020-04-11,82,51,,,28,13,132
Madera,2020-04-11,0,5,,,0,2,5
Santa Barbara,2020-04-11,40,16,,,21,4,53
Sutter,2020-04-11,0,0,,,,,
Napa,2020-04-11,0,0,,,0,0,5
Yuba,2020-04-11,2,2,,,2,0,9
Fresno,2020-04-11,28,63,,,11,8,52
Marin,2020-04-11,2,27,,,1,3,14
Humboldt,2020-04-11,2,5,,,0,3,3
Solano,2020-04-11,13,16,,,9,4,32
San Luis Obispo,2020-04-11,2,10,,,2,5,23
Plumas,2020-04-11,0,0,,,0,0,
San Benito,2020-04-11,2,2,,,0,0,2
San Mateo,2020-04-11,54,15,,,18,2,42
Mono,2020-04-11,0,3,,,0,0,2
Contra Costa,2020-04-11,39,38,,,15,15,75
Monterey,2020-04-11,18,17,,,5,2,24
Lassen,2020-04-11,0,4,,,0,0,
Placer,2020-04-11,20,19,,,7,4,13
Sonoma,2020-04-11,3,19,,,1,4,30
Shasta,2020-04-11,5,3,,,2,0,12
Santa Cruz,2020-04-11,4,14,,,3,6,6
Siskiyou,2020-04-11,0,0,,,0,0,4
Kern,2020-04-11,32,52,,,17,4,41
Orange,2020-04-11,144,109,,,44,20,219
Lake,2020-04-11,0,0,,,0,0,0
Imperial,2020-04-11,14,11,,,7,3,1
Trinity,2020-04-12,0,0,,,0,0,
Ventura,2020-04-12,21,65,,,8,8,36
San Benito,2020-04-12,0,0,,,0,0,2
Madera,2020-04-12,0,5,,,0,0,5
Alameda,2020-04-12,91,101,,,42,21,52
Inyo,2020-04-12,10,140,,,1,0,4
Del Norte,2020-04-12,0,2,,,0,0,6
San Diego,2020-04-12,244,108,,,99,19,170
Mariposa,2020-04-12,0,0,,,0,0,
San Luis Obispo,2020-04-12,2,8,,,2,4,24
Contra Costa,2020-04-12,46,32,,,16,3,64
Santa Clara,2020-04-12,145,51,,,66,8,102
Placer,2020-04-12,19,15,,,6,3,6
Plumas,2020-04-12,0,0,,,0,0,
El Dorado,2020-04-12,19,1,,,0,0,11
Colusa,2020-04-12,0,0,,,0,0,6
San Bernardino,2020-04-12,157,172,,,63,36,108
Stanislaus,2020-04-12,19,19,,,8,3,7
Riverside,2020-04-12,245,142,,,69,26,146
Merced,2020-04-12,0,3,,,0,2,2
San Joaquin,2020-04-12,25,21,,,10,6,23
Mendocino,2020-04-12,0,0,,,0,0,6
Fresno,2020-04-12,23,46,,,11,4,54
Napa,2020-04-12,0,0,,,0,0,6
Tuolumne,2020-04-12,0,0,,,0,0,5
Calaveras,2020-04-12,0,2,,,0,2,9
Lake,2020-04-12,0,0,,,0,0,0
Monterey,2020-04-12,19,13,,,4,4,26
Modoc,2020-04-12,0,0,,,0,0,
Solano,2020-04-12,13,19,,,7,10,30
Lassen,2020-04-12,0,4,,,0,0,
Siskiyou,2020-04-12,0,0,,,0,0,6
San Francisco,2020-04-12,92,44,,,30,7,71
San Mateo,2020-04-12,46,31,,,16,2,23
Imperial,2020-04-12,18,13,,,8,1,2
Amador,2020-04-12,0,0,,,0,0,3
Mono,2020-04-12,0,3,,,0,0,2
Marin,2020-04-12,2,24,,,1,1,13
Kern,2020-04-12,31,28,,,18,3,41
Yuba,2020-04-12,1,0,,,1,0,6
Sonoma,2020-04-12,3,11,,,1,3,25
Santa Cruz,2020-04-12,4,15,,,3,6,4
Tehama,2020-04-12,0,3,,,0,0,6
Yolo,2020-04-12,4,4,,,2,0,3
Glenn,2020-04-12,0,0,,,0,0,
Kings,2020-04-12,8,0,,,3,0,3
Sutter,2020-04-12,0,0,,,,,
Nevada,2020-04-12,3,1,,,2,2,4
Humboldt,2020-04-12,2,4,,,0,2,3
Tulare,2020-04-12,15,4,,,6,1,22
Los Angeles,2020-04-12,1433,715,,,559,144,564
Santa Barbara,2020-04-12,42,7,,,21,1,53
Butte,2020-04-12,2,0,,,2,0,15
Orange,2020-04-12,138,108,,,63,33,190
Shasta,2020-04-12,4,3,,,2,0,15
Sacramento,2020-04-12,69,46,,,28,9,68
San Benito,2020-04-13,1,1,,,0,0,2
El Dorado,2020-04-13,19,1,,,0,1,12
Los Angeles,2020-04-13,1501,793,,,570,150,632
Shasta,2020-04-13,3,0,,,2,0,6
San Luis Obispo,2020-04-13,2,5,,,2,2,20
Orange,2020-04-13,149,81,,,54,17,205
Contra Costa,2020-04-13,44,44,,,16,5,69
Del Norte,2020-04-13,0,1,,,0,1,3
Plumas,2020-04-13,0,1,,,0,0,
Trinity,2020-04-13,0,0,,,0,0,
San Bernardino,2020-04-13,167,155,,,60,24,135
Santa Cruz,2020-04-13,4,8,,,3,2,1
Merced,2020-04-13,0,4,,,0,1,5
Stanislaus,2020-04-13,21,22,,,9,5,45
Colusa,2020-04-13,0,0,,,0,0,6
Marin,2020-04-13,2,20,,,2,1,12
Sonoma,2020-04-13,3,14,,,1,3,31
Butte,2020-04-13,1,8,,,1,7,3
Nevada,2020-04-13,2,2,,,2,2,5
San Mateo,2020-04-13,57,19,,,18,4,26
Siskiyou,2020-04-13,0,2,,,0,2,3
Ventura,2020-04-13,21,56,,,9,9,35
Humboldt,2020-04-13,2,8,,,0,1,10
San Diego,2020-04-13,243,107,,,101,24,171
Kings,2020-04-13,0,1,,,0,1,0
Glenn,2020-04-13,0,0,,,0,0,
Mono,2020-04-13,0,1,,,0,0,2
Napa,2020-04-13,0,1,,,0,0,9
Yolo,2020-04-13,4,0,,,2,0,14
Monterey,2020-04-13,22,19,,,4,2,21
Madera,2020-04-13,0,4,,,0,1,8
Inyo,2020-04-13,10,150,,,1,2,3
Sacramento,2020-04-13,73,36,,,28,7,65
Placer,2020-04-13,18,9,,,5,3,10
Tehama,2020-04-13,0,0,,,0,0,6
Alameda,2020-04-13,85,81,,,40,21,58
Amador,2020-04-13,0,0,,,0,0,3
Santa Barbara,2020-04-13,42,7,,,21,2,59
San Francisco,2020-04-13,89,48,,,30,9,61
Lake,2020-04-13,0,2,,,0,1,3
Kern,2020-04-13,39,32,,,18,1,49
Modoc,2020-04-13,0,0,,,0,0,
Santa Clara,2020-04-13,151,66,,,65,11,87
Fresno,2020-04-13,22,57,,,12,8,60
Riverside,2020-04-13,247,122,,,66,30,132
Lassen,2020-04-13,0,4,,,0,0,
Mariposa,2020-04-13,0,3,,,0,0,
Imperial,2020-04-13,19,8,,,7,1,6
Mendocino,2020-04-13,7,1,,,3,0,6
San Joaquin,2020-04-13,26,16,,,12,8,14
Sutter,2020-04-13,0,0,,,,,
Solano,2020-04-13,13,13,,,7,5,27
Calaveras,2020-04-13,0,1,,,0,1,10
Tulare,2020-04-13,14,3,,,6,0,18
Yuba,2020-04-13,1,2,,,0,0,8
Tuolumne,2020-04-13,0,0,,,0,0,6
Calaveras,2020-04-14,0,1,,,0,0,12
Amador,2020-04-14,0,0,,,0,0,4
Del Norte,2020-04-14,0,5,,,0,4,4
Tulare,2020-04-14,15,5,,,6,0,18
Siskiyou,2020-04-14,0,0,,,0,0,2
Yolo,2020-04-14,3,0,,,2,0,12
Colusa,2020-04-14,0,0,,,0,0,6
Santa Cruz,2020-04-14,4,4,,,3,0,3
Trinity,2020-04-14,0,0,,,0,0,
San Diego,2020-04-14,243,109,,,101,22,162
Madera,2020-04-14,0,4,,,0,2,7
Inyo,2020-04-14,10,156,,,0,1,5
Ventura,2020-04-14,24,35,,,9,7,43
Kings,2020-04-14,8,0,,,2,0,2
Modoc,2020-04-14,0,1,,,0,0,
El Dorado,2020-04-14,20,3,,,0,0,12
Orange,2020-04-14,147,111,,,57,31,259
Alameda,2020-04-14,92,106,,,34,21,61
Merced,2020-04-14,0,4,,,0,2,4
Placer,2020-04-14,17,15,,,5,4,9
Sutter,2020-04-14,0,0,,,,,
San Luis Obispo,2020-04-14,3,15,,,2,6,18
San Francisco,2020-04-14,87,53,,,28,5,69
Mendocino,2020-04-14,0,0,,,0,0,6
San Joaquin,2020-04-14,22,10,,,12,1,12
San Mateo,2020-04-14,55,12,,,19,4,25
Lake,2020-04-14,0,3,,,0,0,3
Mono,2020-04-14,0,1,,,0,0,2
Tehama,2020-04-14,0,0,,,0,0,4
Sonoma,2020-04-14,3,9,,,1,3,23
Stanislaus,2020-04-14,18,25,,,9,7,50
Yuba,2020-04-14,1,1,,,0,1,7
Kern,2020-04-14,35,23,,,17,3,45
Glenn,2020-04-14,0,0,,,0,0,
Solano,2020-04-14,12,25,,,6,4,27
Marin,2020-04-14,2,23,,,2,3,9
Santa Clara,2020-04-14,144,47,,,66,5,104
Nevada,2020-04-14,3,4,,,2,1,7
Shasta,2020-04-14,1,4,,,1,2,9
Sacramento,2020-04-14,70,46,,,24,8,59
Fresno,2020-04-14,24,45,,,12,8,42
Mariposa,2020-04-14,0,3,,,0,0,
Plumas,2020-04-14,0,1,,,0,0,
Contra Costa,2020-04-14,37,51,,,15,9,61
Monterey,2020-04-14,18,13,,,3,0,25
San Benito,2020-04-14,1,1,,,0,0,2
Lassen,2020-04-14,0,6,,,0,0,
Napa,2020-04-14,0,0,,,0,0,8
Butte,2020-04-14,1,6,,,1,6,4
San Bernardino,2020-04-14,166,149,,,59,43,117
Humboldt,2020-04-14,2,7,,,0,0,10
Tuolumne,2020-04-14,0,0,,,0,0,1
Santa Barbara,2020-04-14,42,8,,,19,1,64
Imperial,2020-04-14,19,14,,,6,3,3
Riverside,2020-04-14,235,117,,,64,36,141
Los Angeles,2020-04-14,1587,613,,,588,115,614
Calaveras,2020-04-15,0,0,,,0,0,10
Alameda,2020-04-15,81,99,,,34,11,70
Colusa,2020-04-15,0,0,,,0,0,6
Kern,2020-04-15,40,12,,,16,1,47
San Francisco,2020-04-15,87,84,,,25,7,76
Lassen,2020-04-15,0,6,,,0,0,
Contra Costa,2020-04-15,38,41,,,16,8,76
Marin,2020-04-15,4,10,,,2,4,11
Kings,2020-04-15,8,0,,,2,0,3
Mendocino,2020-04-15,0,0,,,0,0,8
San Mateo,2020-04-15,53,18,,,14,4,27
Lake,2020-04-15,3,3,,,0,2,1
Sacramento,2020-04-15,66,60,,,20,14,55
San Diego,2020-04-15,236,112,,,98,23,148
Solano,2020-04-15,9,14,,,6,4,30
San Joaquin,2020-04-15,21,21,,,10,3,27
Santa Cruz,2020-04-15,4,2,,,3,2,5
Imperial,2020-04-15,21,13,,,7,4,2
Orange,2020-04-15,156,103,,,73,27,235
Santa Clara,2020-04-15,144,42,,,65,6,92
Tehama,2020-04-15,0,0,,,0,0,7
Shasta,2020-04-15,1,1,,,1,0,13
El Dorado,2020-04-15,0,5,,,0,1,12
Stanislaus,2020-04-15,19,17,,,7,4,33
Siskiyou,2020-04-15,2,0,,,0,2,3
Placer,2020-04-15,13,11,,,2,4,12
Mono,2020-04-15,0,0,,,0,0,2
Yuba,2020-04-15,0,2,,,0,2,8
San Benito,2020-04-15,1,0,,,0,0,4
San Luis Obispo,2020-04-15,2,6,,,2,4,28
Del Norte,2020-04-15,0,0,,,0,1,4
Glenn,2020-04-15,0,0,,,0,0,
Santa Barbara,2020-04-15,37,7,,,17,2,61
Ventura,2020-04-15,25,57,,,8,16,37
Trinity,2020-04-15,0,0,,,0,0,
Monterey,2020-04-15,20,11,,,4,1,22
Tuolumne,2020-04-15,0,0,,,0,0,3
Riverside,2020-04-15,207,155,,,70,29,112
Sonoma,2020-04-15,3,13,,,1,7,25
Plumas,2020-04-15,0,0,,,0,0,
Madera,2020-04-15,1,6,,,0,1,6
Sutter,2020-04-15,0,0,,,,,
Inyo,2020-04-15,15,163,,,0,0,6
Mariposa,2020-04-15,0,4,,,0,0,
Tulare,2020-04-15,18,3,,,7,0,22
Nevada,2020-04-15,3,4,,,2,1,2
Merced,2020-04-15,0,0,,,0,0,5
Amador,2020-04-15,0,0,,,0,0,2
Yolo,2020-04-15,2,1,,,2,0,14
Los Angeles,2020-04-15,1624,632,,,600,139,566
Butte,2020-04-15,1,5,,,0,2,6
Humboldt,2020-04-15,2,5,,,0,0,11
Modoc,2020-04-15,0,0,,,0,0,
San Bernardino,2020-04-15,149,109,,,65,39,61
Fresno,2020-04-15,25,33,,,12,2,44
Napa,2020-04-15,0,0,,,0,0,8
Madera,2020-04-16,0,7,,,0,0,6
Shasta,2020-04-16,1,0,,,1,0,14
Mendocino,2020-04-16,0,0,,,0,0,8
Kern,2020-04-16,41,19,,,17,0,57
Solano,2020-04-16,9,15,,,6,4,28
Ventura,2020-04-16,24,52,,,7,10,38
San Diego,2020-04-16,231,111,,,94,19,151
San Joaquin,2020-04-16,21,16,,,11,2,28
Contra Costa,2020-04-16,37,59,,,14,13,61
Yolo,2020-04-16,2,1,,,1,0,15
San Luis Obispo,2020-04-16,3,11,,,3,0,32
Tuolumne,2020-04-16,0,0,,,0,0,2
Orange,2020-04-16,152,117,,,55,25,258
San Bernardino,2020-04-16,164,124,,,60,25,83
Imperial,2020-04-16,21,7,,,9,1,3
Mariposa,2020-04-16,0,1,,,0,0,
Colusa,2020-04-16,0,1,,,0,1,5
Lake,2020-04-16,1,0,,,0,0,1
Nevada,2020-04-16,3,3,,,2,2,2
San Mateo,2020-04-16,54,18,,,13,3,26
Siskiyou,2020-04-16,0,2,,,0,1,4
Modoc,2020-04-16,0,2,,,0,0,
Lassen,2020-04-16,0,5,,,0,0,
Tehama,2020-04-16,0,1,,,0,0,5
Sacramento,2020-04-16,64,54,,,25,13,43
Marin,2020-04-16,5,7,,,2,1,15
Humboldt,2020-04-16,1,5,,,4,2,-1
Alameda,2020-04-16,73,82,,,31,9,66
Amador,2020-04-16,0,0,,,0,0,5
Yuba,2020-04-16,0,2,,,0,2,6
Calaveras,2020-04-16,0,1,,,0,1,10
Tulare,2020-04-16,22,5,,,8,1,17
Trinity,2020-04-16,0,0,,,0,0,
Riverside,2020-04-16,216,150,,,72,34,123
San Francisco,2020-04-16,84,35,,,31,9,64
Placer,2020-04-16,12,18,,,1,1,15
Butte,2020-04-16,1,10,,,0,3,8
Mono,2020-04-16,0,0,,,0,0,2
Kings,2020-04-16,8,0,,,2,0,5
Napa,2020-04-16,0,0,,,0,0,2
Del Norte,2020-04-16,0,3,,,0,0,2
Sonoma,2020-04-16,3,10,,,1,3,28
El Dorado,2020-04-16,0,5,,,0,0,14
Monterey,2020-04-16,20,22,,,4,0,23
Fresno,2020-04-16,33,33,,,12,4,48
Los Angeles,2020-04-16,1679,620,,,594,108,608
Glenn,2020-04-16,0,0,,,0,0,
San Benito,2020-04-16,1,0,,,0,0,2
Inyo,2020-04-16,0,3,,,0,1,5
Sutter,2020-04-16,0,0,,,,,
Merced,2020-04-16,1,1,,,0,0,7
Santa Barbara,2020-04-16,37,4,,,16,0,62
Santa Clara,2020-04-16,134,48,,,69,8,89
Plumas,2020-04-16,0,0,,,0,0,
Santa Cruz,2020-04-16,4,3,,,3,1,7
Stanislaus,2020-04-16,18,19,,,6,3,25
Lassen,2020-04-17,0,5,,,0,0,
Tulare,2020-04-17,23,5,,,7,1,6
El Dorado,2020-04-17,0,6,,,0,1,12
San Mateo,2020-04-17,51,16,,,16,1,22
Yolo,2020-04-17,4,0,,,1,0,14
San Bernardino,2020-04-17,165,123,,,62,29,82
Ventura,2020-04-17,23,33,,,8,11,37
Shasta,2020-04-17,1,0,,,1,0,13
Inyo,2020-04-17,0,3,,,0,1,5
Colusa,2020-04-17,0,1,,,0,1,5
Yuba,2020-04-17,0,5,,,0,4,4
Trinity,2020-04-17,0,0,,,0,0,
Santa Cruz,2020-04-17,2,3,,,1,2,6
Marin,2020-04-17,4,2,,,2,0,15
Tehama,2020-04-17,0,0,,,0,0,5
Butte,2020-04-17,1,9,,,0,6,7
Siskiyou,2020-04-17,0,3,,,0,0,4
Imperial,2020-04-17,19,15,,,10,2,3
Contra Costa,2020-04-17,34,46,,,13,11,59
Fresno,2020-04-17,31,29,,,12,2,52
Humboldt,2020-04-17,0,4,,,2,1,1
Napa,2020-04-17,0,1,,,0,0,13
Mono,2020-04-17,0,0,,,0,0,2
Del Norte,2020-04-17,0,4,,,0,1,3
Lake,2020-04-17,0,6,,,0,1,3
Modoc,2020-04-17,0,1,,,0,0,
Glenn,2020-04-17,0,0,,,0,0,
San Diego,2020-04-17,232,111,,,92,21,157
Santa Barbara,2020-04-17,36,6,,,16,0,63
San Luis Obispo,2020-04-17,3,11,,,3,2,32
Stanislaus,2020-04-17,15,17,,,7,2,22
Placer,2020-04-17,12,17,,,1,2,16
San Joaquin,2020-04-17,23,23,,,10,3,26
Monterey,2020-04-17,22,25,,,3,1,22
Plumas,2020-04-17,0,1,,,0,0,
Merced,2020-04-17,0,4,,,0,2,3
Calaveras,2020-04-17,0,2,,,0,2,9
San Benito,2020-04-17,1,0,,,0,0,2
Orange,2020-04-17,160,124,,,58,15,274
Kern,2020-04-17,36,16,,,18,1,59
Los Angeles,2020-04-17,1720,634,,,594,105,593
San Francisco,2020-04-17,79,36,,,28,8,66
Mendocino,2020-04-17,0,0,,,0,0,7
Santa Clara,2020-04-17,140,60,,,71,11,86
Sacramento,2020-04-17,63,46,,,24,18,38
Sonoma,2020-04-17,2,6,,,1,3,33
Riverside,2020-04-17,215,144,,,69,23,119
Alameda,2020-04-17,85,91,,,35,18,55
Mariposa,2020-04-17,0,1,,,0,0,
Solano,2020-04-17,10,11,,,5,1,36
Nevada,2020-04-17,2,4,,,1,3,0
Sutter,2020-04-17,0,0,,,,,
Amador,2020-04-17,0,0,,,0,0,3
Tuolumne,2020-04-17,0,0,,,0,0,2
Kings,2020-04-17,7,0,,,2,0,0
Madera,2020-04-17,0,5,,,0,0,7
Placer,2020-04-18,11,17,,,1,2,6
Yolo,2020-04-18,4,0,,,1,0,14
Tuolumne,2020-04-18,0,0,,,0,0,1
San Joaquin,2020-04-18,23,27,,,11,4,38
San Diego,2020-04-18,223,97,,,90,18,164
Siskiyou,2020-04-18,0,1,,,0,1,4
Shasta,2020-04-18,1,1,,,1,0,13
Lassen,2020-04-18,0,1,,,0,0,
Solano,2020-04-18,9,11,,,6,1,34
Stanislaus,2020-04-18,14,23,,,5,1,31
San Luis Obispo,2020-04-18,3,12,,,3,2,23
San Francisco,2020-04-18,74,29,,,27,7,75
Calaveras,2020-04-18,0,0,,,0,0,11
San Bernardino,2020-04-18,161,108,,,61,22,107
Madera,2020-04-18,0,7,,,0,0,7
Riverside,2020-04-18,223,118,,,71,19,133
Mendocino,2020-04-18,0,0,,,0,0,9
Glenn,2020-04-18,0,0,,,0,0,
Sutter,2020-04-18,0,0,,,,,
Alameda,2020-04-18,82,73,,,36,16,62
Santa Clara,2020-04-18,137,52,,,67,13,84
Mono,2020-04-18,0,0,,,0,0,2
